תאור נייר,מספר נייר,מספר נייר 2,תאריך פדיון סופי,תאריך הנפקה,תאריך נתונים,שם תיק,מספר תיק,שווי נייר,סוג חוזה,מחיר מימוש,יחס המרה,שער נייר,מטבע נקוב,ארופאי,CALL/PUT,מחיר יחידת נכס בסיס,"ע""נ ליחידה",מדד בסיס,מטבע בסיס,מדד נוכחי,מטבע הצמדה,מטבע מימוש,סוג ריבית,שפיצר,קופון הבא,פרמיה לריבית משתנה,תאריך ריבית הבא,תאריך קרן הבא,תאריך שינוי הבא,מועד אקס,תדירות ריבית,תדירות פדיון,תדירות שינוי ריבית,דרוג,קרן,כמות,ענ ליחידה,ריבית צבורה,דבידנד,סחירות,ענף,בורסה,חשבון,קוד חוב בפיגור,מדינת חשיפה,"מספר נ""ע מקורי",קבוצת לווים
סקיילקס אגח ז,1123447,,30/06/2018,13/04/2011,30/09/2014,בדיקה,1,1,לא צמוד,0,0,35.35,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,ריבית קבועה,אחר,8.016,,31/12/2014,30/06/2015,31/12/2014,19/12/2014,2,1,0,CC,1,1,1,10102.35616,,סחיר,קונצרני שיקלי תקשורת ומדיה,תל אביב,22084,5,ישראל,1123447,בן דב
סקיילקס אגח ז,1123447,,30/06/2018,13/04/2011,30/09/2014,בדיקה,1,1,לא צמוד,0,0,35.35,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,ריבית קבועה,אחר,8.016,,31/12/2014,30/06/2015,31/12/2014,19/12/2014,2,1,0,CC,1,1,1,16302.33378,,סחיר,קונצרני שיקלי תקשורת ומדיה,תל אביב,333900,5,ישראל,1123447,בן דב
סקיילקס אגח ז,1123447,,30/06/2018,13/04/2011,30/09/2014,בדיקה,1,1,לא צמוד,0,0,35.35,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,ריבית קבועה,אחר,8.016,,31/12/2014,30/06/2015,31/12/2014,19/12/2014,2,1,0,CC,1,1,1,17578.09973,,סחיר,קונצרני שיקלי תקשורת ומדיה,תל אביב,830801,5,ישראל,1123447,בן דב
סקיילקס אגח ז,1123447,,30/06/2018,13/04/2011,30/09/2014,בדיקה,1,1,לא צמוד,0,0,35.35,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,ריבית קבועה,אחר,8.016,,31/12/2014,30/06/2015,31/12/2014,19/12/2014,2,1,0,CC,1,1,1,2586.203178,,סחיר,קונצרני שיקלי תקשורת ומדיה,תל אביב,2794489,5,ישראל,1123447,בן דב
קסם MSCI שווקים מתעו,1123504,,30/12/1899,19/05/2011,30/09/2014,בדיקה,1,1,תעודות סל/פקדון,0,0,1073,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תעודות סל/פקדון מניות חול,תל אביב,2708835,0,שווקים מתפתחים,1123504,קסם תעודות סל
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,199300,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,531901,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,14685,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,504863,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,2768419,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,22084,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,333900,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,830801,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,2794489,0,ישראל,1123777,ויקטורי
ויקטורי,1123777,,30/12/1899, 2/06/2011,30/09/2014,בדיקה,1,1,מניה,0,0,2360,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר מסחר,תל אביב,831956,0,ישראל,1123777,ויקטורי
ממשלתי צמוד 0922 מושאל ל,1124053,,30/09/2022, 0/00/0000,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2419451,0,ישראל,1124056,
ממשלתי צמוד 0922 מושאל ל,1124053,,30/09/2022, 0/00/0000,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,531901,0,ישראל,1124056,
ממשלתי צמוד 0922 מושאל ל,1124053,,30/09/2022, 0/00/0000,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,830801,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2419451,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2419549,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2709048,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2708933,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,115525,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,199300,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2549924,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,531898,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,331677,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,531901,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,14677,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,433135,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,639095,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,504863,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2768419,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2779314,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,10383745,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,333900,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,333951,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,333943,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,830801,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,830844,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,830852,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,2794489,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,831956,0,ישראל,1124056,
ממשלתי צמוד 0922,1124056,,30/09/2022, 6/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.55,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,2.75,,30/09/2014,30/09/2022,30/09/2014,20/09/2014,1,   ,0,   ,1,1,1,0,,סחיר,מדינה מדד גליל,תל אביב,844128,0,ישראל,1124056,
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,2245.035815,,סחיר,קונצרני מדד בנקים,תל אביב,199300,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,9009.204001,,סחיר,קונצרני מדד בנקים,תל אביב,531901,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,2638.758971,,סחיר,קונצרני מדד בנקים,תל אביב,649201,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,2026.768444,,סחיר,קונצרני מדד בנקים,תל אביב,504863,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,9406.284317,,סחיר,קונצרני מדד בנקים,תל אביב,22084,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,3980.781098,,סחיר,קונצרני מדד בנקים,תל אביב,333900,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,4729.126369,,סחיר,קונצרני מדד בנקים,תל אביב,830801,0,ישראל,1124080,קבוצת בנק אגוד
אגוד הנפקות הת19,1124080,, 4/07/2021, 5/07/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,123.82,שקל חדש,ארופאי,,,1,119.9155,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.15,, 4/07/2015, 4/07/2019, 4/07/2015,22/06/2015,1,1,0,A+,1,1,1,454.723689,,סחיר,קונצרני מדד בנקים,תל אביב,2794489,0,ישראל,1124080,קבוצת בנק אגוד
דקסיה הנפ נדח יג,1125194,, 1/01/2019,22/12/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,124.3,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.85,, 1/01/2015, 1/01/2019, 1/01/2015,20/12/2015,1,   ,0,A+,1,1,1,1870.018129,,סחיר,קונצרני מדד בנקים,תל אביב,2549924,0,ישראל,1125194,דקסיה
דקסיה הנפ נדח יג,1125194,, 1/01/2019,22/12/2011,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,124.3,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,4.85,, 1/01/2015, 1/01/2019, 1/01/2015,20/12/2015,1,   ,0,A+,1,1,1,9499.692093,,סחיר,קונצרני מדד בנקים,תל אביב,649201,0,ישראל,1125194,דקסיה
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,1606.695988,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,2709048,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,3012.554978,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,2708933,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,3457.265475,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,199300,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,573.819996,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,331677,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,22891.94622,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,531901,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,2883.445479,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,504863,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,12370.41147,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,601613,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,2453.080482,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,22084,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,2869.099979,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,10383745,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,8062.170941,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,333900,0,ישראל,1125210,קבוצת אריסון
שיכון ובינוי 5,1125210,,30/06/2022, 2/01/2012,30/09/2014,בדיקה,1,1,צמוד מדד,0,0,125.19,שקל חדש,ארופאי,,,1,120.3785,1,מדד לצרכן,,שקל חדש,ריבית קבועה,אחר,5.5,,30/12/2014,30/06/2017,30/12/2014,18/12/2014,2,1,0,A+,1,1,1,2137.479484,,סחיר,קונצרני מדד נדלן ובינוי,תל אביב,333943,0,ישראל,1125210,קבוצת אריסון
